chunk_id,tag,title,section,url,text
23,eligibility,Program Details - Top Neurons,Eligibility Criteria for Selection,https://www.topneurons.org/program-details/,"priority. The combined annual income and annual expenses both of the student parents should not exceed Rs 3.50 Lakhs. Student’s parent or guardian or siblings should not be a present or retired permanent employee of Government, PSU and Public Limited Company. Student whose parents are working as Labour in construction/factory, Rikshaw Pullers, Hawkers, Drivers, Tailors, Barbers, Plumbers, Security Guards, Peons, Domestic Workers, Contract Labour in Agriculture, Small Farmers and similar workers will be given priority in final selection. The widow’s son/daughter will be given priority."
24,program,Program Details - Top Neurons,Top Neurons Yuva Udaan Scholarship Program,https://www.topneurons.org/program-details/,"Coaching: The selected students will get a two-year coaching from Top Coaching Institute of India. Financial Assistance: Our organization is committed to support the selected selected students by bearing the majority of the coaching fees, including tuition, study materials. The students will only be required to pay a nominal fee of 5000 rupees per year. Financial Background: The combined annual income and annual expenses both of the students parents should not exceed Rs 3.00 Lakhs. Coaching: The selected students will get a two-year coaching from Top Coaching Institute of India. Financial Assistance: Our organization is committed to support the selected selected students by bearing the majority of the coaching fees, including tuition, study materials. The students will only be required to pay a nominal fee of 5000 rupees per year. Financial Background: The combined annual income and annual expenses both of the students parents should not exceed Rs 3.00 Lakhs."
25,eligibility,Program Details - Top Neurons,Eligibility,https://www.topneurons.org/program-details/,"Students who have scored in class 10th: 85%, Physically Handicapped Category: 80%. Students who have scored in class 10th: 85%, Physically Handicapped Category: 80%."
26,admission,Program Details - Top Neurons,Application Process:,https://www.topneurons.org/program-details/,"Interested candidates can apply by visiting our website www.topneurons.org and filling out the online application form. Ensure that all necessary details are provided, including academic qualifications and family income information. Hurry up limited seats are available. Interested candidates can apply by visiting our website www.topneurons.org and filling out the online application form. Ensure that all necessary details are provided, including academic qualifications and family income information."
27,exam,Program Details - Top Neurons,Selection Process:,https://www.topneurons.org/program-details/,"Screening: Applications will be carefully reviewed by our selection committee. Prelims Exam: Student have to give online exam, the date of online exam will be published on the website. Mains Exam: Student have to give online exam, the date of online exam will be published on the website. Academic Interview : Shortlisted students will be invited for an interview, during which their academic achievements, aspirations. Financial Background Check: At this stage, the financial background of students will be reviewed and assessed. Final Selection: Based on the overall performance in the application and interview, Students will be selected. Screening: Applications will be carefully reviewed by our selection committee. Prelims Exam: Student have to give online exam, the date of online exam will be published on the website. Mains Exam: Student have to give online exam, the date of online exam will be published on the website. Academic Interview : Shortlisted students will be invited for an interview, during which their academic achievements, aspirations. Financial Background Check: At this stage, the financial background of students will be reviewed and assessed. Final Selection: Based on the overall performance in the application and interview, Students will be selected. The paper will be multiple choice question and will contains 200 Questions. Physics (40 Questions), Chemistry (40 Questions), Biology (40 Questions), Maths (40 Questions), Mental Ability (40 Questions) Important: For Engineering Stream attempt only Physics, Chemistry, Maths and Mental Ability. For Medical Stream attempt only Physics, Chemistry, Biology and Mental Ability. Marking Scheme: For each Correct"
29,admission,Admission & Exam - Top Neurons,Application Stage :,https://www.topneurons.org/admission-exam/,Student should fill the application form and only those will be able to give exam who meets the eligibility criteria mentioned above. For applications students can fill the form through www.topneurons.org Student should fill the application form and only those will be able to give exam who meets the eligibility criteria mentioned above. For applications students can fill the form through www.topneurons.org
30,exam,Admission & Exam - Top Neurons,Top Neurons Prelims Examination:,https://www.topneurons.org/admission-exam/,"Student have to give online exam, the date of online exam will be published on the website. Online Examination Pattern: Subjects: Maths/Biology, Physics, Chemistry, Mental Aptitude Type of Questions: Multiple Choice Questions Total Time: 60 Minutes Total Questions: 60 Student have to give online exam, the date of online exam will be published on the website. Subjects: Maths/Biology, Physics, Chemistry, Mental Aptitude Type of Questions: Multiple Choice Questions"
31,exam,Admission & Exam - Top Neurons,Top Neurons Mains Examination:,https://www.topneurons.org/admission-exam/,"Student have to give online exam, the date of online exam will be published on the website. Online Examination Pattern: Subjects: Maths/Biology, Physics, Chemistry, Mental Aptitude Type of Questions: Multiple Choice Questions Total Time: 60 Minutes Total Questions: 50 Student have to give online exam, the date of online exam will be published on the website. Subjects: Maths/Biology, Physics, Chemistry, Mental Aptitude Type of Questions: Multiple Choice Questions"
32,exam,Admission & Exam - Top Neurons,Academic Interview:,https://www.topneurons.org/admission-exam/,The academic interview will take place after successfully clearing the mains examination. It will primarily involve subject-related questions and will be conducted in a subjective Q&A format. The duration of the interview is expected to be 15–30 minutes. The academic interview will take place after successfully clearing the mains examination. It will primarily involve subject-related questions and will be conducted in a subjective Q&A format. The duration of the interview is expected to be 15–30 minutes.
33,eligibility,Admission & Exam - Top Neurons,Financial Background Verification Stage :,https://www.topneurons.org/admission-exam/,"Family Information : Students will be asked to give more detail about their family etc. Documents Required : Proof of Income will have to be provided such as electricity bills, ration card, school principal’s recommendation letter, Income Certificate of Parents, BPL Card, School Receipt. Interview : The committee of Top Neurons program will visit the family of each selected student or through video calling to know the family financial status of the students. They will assess what kind of student’s family background is, and after all information and investigation, committee will decide and the decision will be final and valid. Family Information : Students will be asked to give more detail about their family etc. Documents Required : Proof of Income will have to be provided such as electricity bills, ration card, school principal’s recommendation letter, Income Certificate of Parents, BPL Card, School Receipt. Interview : The committee of Top Neurons program will visit the family of each selected student or through video calling to know the family financial status of the students. They will assess what kind of student’s family background is, and after all information and investigation, committee will decide and the decision will be final and valid."
35,exam,FAQs - Top Neurons,FAQs,https://www.topneurons.org/faqs/,"Students who are currently studying in class 10th anywhere in India and wish to take science subject in class 11th and 12th. Students who have secured 85% or above/Grade A or above/CGPA 8 or above in standard 9th in year 2022 are eligible. The exams will be conducted and for the details you need to check our website. Currently, there is no last date as of now, you can visit our website for more details. The program is only for those students who are currently in class 10th can apply in this program. The student who are between age of 12 – 15 years can only apply. Student should only contact as per below information. Student should not directly contact P.G and Coaching Institute. Email: info@topneurons.org M – 9358699209, 9358699210 Top Neurons will provide 100% free coaching and P.G Facility. Top neurons is an NGO and registered charitable Organization. It is not a commercial institute. Top Neurons gets the money from the donors for charity purposes. The paper will be multiple choice question and will contains 200 Questions. Physics (40 Questions), Chemistry (40 Questions), Biology (40 Questions), Maths (40 Questions), Mental Ability (40 Questions) Important: For Engineering Stream attempt only Physics, Chemistry, Maths and Mental Ability. For Medical Stream attempt only Physics, Chemistry, Biology and Mental Ability. Marking Scheme: For each Correct Answer: 4 Marks and For each incorrect answer: -1 Mark पेपर में बहुविकल्पीय प्रश्न होंगे और इसमें 200 प्रश्न होंगे। भौतिकी (40 प्रश्न), रसायन विज्ञान (40 प्रश्न), जीव"
38,eligibility,Notice Board - Top Neurons,Notice Board,https://www.topneurons.org/notice-board/,"The Eligibility Criterion for Application is Changed: Students who passed Class 10 (CBSE Board) in the 2025–26 academic session with 85% or above may apply. For other state boards, Minimum passing marks is 90%. For those boards where the results has not been declared, Class 9 marks will be considered. Top Neurons Batch 7 Phase 1 & Phase 2 2026 Mains Exam Online Result Declared - 13 April 2026. To view the result click here Top Neurons Batch 7 Phase 1 & Phase 2 2026 Preliminary Exam Online Result Declared - 13 April 2026. To view the result click here RBSE Board Class 10th (2025-26) results have been declared. Only students who have secured 92% or above in Science and Maths can apply for Prelims Exam. Top Neurons Batch 7 Phase 1 & Phase 2 2026 Preliminary Exam Online Result Declared - 24 Mar 2026. To view the result click here Top Neurons Batch 7 Phase 1 2026 Mains Exam Online Result Declared - 18 March 2026. To view the result click here Top Neurons Batch 7 Phase 1 2026 Preliminary Exam Online Result Declared - 17 Feb 2026. To view the result click here Top Neurons Phase–2 Online Application Form opens on 16 January 2026 and Phase–1 Preliminary Exam will be conducted from 15 January 2026. Top Neurons Batch-7 Phase 1 Online Application Form Last Date: 15 Jan 2026 Applications for Batch-7 (2026-2028) are now open. Last Date to apply in Top Neurons Program is 30th June 2025. CBSE"
39,eligibility,Notice Board - Top Neurons,Notice Board,https://www.topneurons.org/notice-board/,"Form opens on 16 January 2026 and Phase–1 Preliminary Exam will be conducted from 15 January 2026. Top Neurons Batch-7 Phase 1 Online Application Form Last Date: 15 Jan 2026 Applications for Batch-7 (2026-2028) are now open. Last Date to apply in Top Neurons Program is 30th June 2025. CBSE Class 10 (2024-25) students with 90%+ overall and 95%+ in Science & Maths are exempt from Prelims; those with 94%+ overall and 97%+ in Science & Maths can directly appear for the Interview. For Other Boards, these qualifying percentage will be adjusted as per the Board’s difficulty level. In case the Class 10 board results are not yet declared, Class 9 marks may be considered for provisional eligibility. The deadline for submitting the application form has been extended. The new last date will be announced on the website shortly. Top Neurons Batch-6 Phase 1 2025 Mains Exam Online Result Declared - 7 May 2025. To view the result click here Top Neurons Batch - 6 Phase 2 Online Application Form Last Date: 11 May 2025 Top Neurons Batch 6 Phase 1 2025 Preliminary Exam Online Result Declared - 26 March 2025. To view the result click here Top Neurons Batch 6 Phase 2 Preliminary Exam is scheduled to take place starting from 26th March 2025. Top Neurons Online Preliminary Examination 2025 results for applications received until Phase 1 will be declared on 26 March 2025. Top Neurons Batch 6 Phase 1 Preliminary Exam is scheduled to take place starting from"
40,eligibility,Notice Board - Top Neurons,Notice Board,https://www.topneurons.org/notice-board/,6 Phase 2 Preliminary Exam is scheduled to take place starting from 26th March 2025. Top Neurons Online Preliminary Examination 2025 results for applications received until Phase 1 will be declared on 26 March 2025. Top Neurons Batch 6 Phase 1 Preliminary Exam is scheduled to take place starting from 12th February 2025. Top Neurons Phase 2 Online Application Form Opened: 5 February 2025 and Phase 1 Preliminary Exams will be conducted soon. Top Neurons Batch - 6 Phase 1 Online Application Form Last Date: 31 Jan 2025 Applications for Batch-6 (2025-2027) opened. Applications for Batch-6 (2025-2027) will be opened on 4 December 2024. Congratulations to the Top Neurons Students on your selection to Elite Institutes in 2024! To view details click here Top Neurons Phase 1 2024 Prelims Online Result Declared - 6 April 2024. To view the result click here Top Neurons Phase 1 2024 Prelims Online Result Declared - 16 March 2024. To view the result click here Top Neurons Online Preliminary Examination 2024 results for applications received until Phase 1 will be declared on 16 March 2024. The online application for Phase 2 of Top Neurons Parinde Pink City Jaipur will commence on 5th February 2024. The selection process for the applications received during Phase 1 (till dated 28th January 2024) for Top Neurons Parinde Pink City Jaipur is currently underway. Students will be notified soon. Top Neurons Parinde Pink City Program Phase 1 Online Application Form Last Date: 28 Jan 2024 Applications open for Top
41,eligibility,Notice Board - Top Neurons,Notice Board,https://www.topneurons.org/notice-board/,"The selection process for the applications received during Phase 1 (till dated 28th January 2024) for Top Neurons Parinde Pink City Jaipur is currently underway. Students will be notified soon. Top Neurons Parinde Pink City Program Phase 1 Online Application Form Last Date: 28 Jan 2024 Applications open for Top Neurons Parinde Pink City Program for Academic Year 2023-24. Application Closed for Top Neurons Parinde Pink city Program/Application Open for Top Neurons Yuva Udaan Scholarship Program. To view the result click here Top Neurons Interview Result Declared List- 2 -16 June 2023. To view the result click here Top Neurons Interview Result Declared - 10 June 2023. To view the result click here Top Neurons Mains Phase-1&2 Exam Result 2023 List 4, Result Declared - 09 June 2023. To view the result click here Top Neurons Mains Phase-1&2 Exam Result 2023 List 3, Result Declared - 30 May 2023. To view the result click here Top Neurons Mains Phase-1&2 Exam Result 2023 List 2, Result Declared - 19 May 2023. To view the result click here Top Neurons Mains Phase-1&2 Exam Result 2023 List 1, Result Declared - 17 May 2023. To view the result click here Top Neurons 2023 Students moving from 11th Standard to 12th Standard Result Declared - 8 May 2023. To view the result click here Special Selection Scheme for JNV Students. Click here to see the List Top Neurons Phase 2 2023 Prelims Result Declared - 8 April 2023. To view the result click here"
42,eligibility,Notice Board - Top Neurons,Notice Board,https://www.topneurons.org/notice-board/,"Students moving from 11th Standard to 12th Standard Result Declared - 8 May 2023. To view the result click here Special Selection Scheme for JNV Students. Click here to see the List Top Neurons Phase 2 2023 Prelims Result Declared - 8 April 2023. To view the result click here Top Neurons 2023 Students moving from 11th Standard to 12th Standard Result Declared - 18 March 2023. To view the result click here Top Neurons Phase 1 2023 Prelims Online Result Declared - 11 Feb 2023. To view the result click here We have very limited seats for the students who are currently studying in 11th class (2022-23). Their online exam will be conducted around mid of March 2023. Please keep checking our website and your application status regularly for further updates. Top Neurons Phase 1 Demo Test will be conducted on 27 Jan 2023 4 PM - 5 PM. Exam Website: https://assessment.eklavvya.com/ Top Neurons Phase 1 Application forms are closed. Top Neurons Phase 2 Online Applications are invited from 25 Jan 2023, Application Form Last Date 7 Feb 2023. Top Neurons Phase 1 Prelims Exam will be conducted on 28 Jan 2023 4 PM - 6 PM. Exam Website: https://assessment.eklavvya.com/ JEE Students should not attempt Biology, NEET Students should not attempt Maths, Not Yet Decided Students should attempt all 5 Subjects. There will be no negative marking in the exam. Top Neurons Phase 1 Online Application Form Last Date: 24 Jan 2023 Applications for Batch-4 (2023-2025) are opened now."
43,eligibility,Notice Board - Top Neurons,Notice Board,https://www.topneurons.org/notice-board/,"https://assessment.eklavvya.com/ JEE Students should not attempt Biology, NEET Students should not attempt Maths, Not Yet Decided Students should attempt all 5 Subjects. There will be no negative marking in the exam. Top Neurons Phase 1 Online Application Form Last Date: 24 Jan 2023 Applications for Batch-4 (2023-2025) are opened now. Applications for Batch-4 (2023-2025) will be opened on 8 December 2022. Top Neurons Application Forms are closed for Year 2022. Top Neurons Application Form for Year 2022 Phase 4 has been opened now. Top Neurons Phase 3, 2022 Interview Revise Result Declared - 20 July 2022. To view the result click here Top Neurons Phase 3 Mains Examination Dated 2 July 2022 Online Result Declared - 5 July 2022. To view the result click here Top Neurons Phase 3 Prelims Examination Dated 25 June 2022 Online Result Declared - 29 June 2022. To view the result click here Top Neurons Phase 3 Mains Examination will be conducted on 2 July 2022 4 PM - 6 PM. Exam Website: https://assessment.eklavvya.com/ Phase 3 Prelims Result will be declared by 29 June 2022 latest by 8 PM. Top Neurons Phase 3 Prelims Examination will be conducted on 25 June 2022 2022 4 PM - 6 PM. Exam Website: https://assessment.eklavvya.com/ A mock test will also be conducted for eligible students on 24 June 2022 4 PM - 5 PM. Top Neurons Phase 3 Online Application Form Last Date has been extended from 18 June 2022 to 22 June 2022. Top Neurons Phase 1 and"
44,eligibility,Notice Board - Top Neurons,Notice Board,https://www.topneurons.org/notice-board/,"- 6 PM. Exam Website: https://assessment.eklavvya.com/ A mock test will also be conducted for eligible students on 24 June 2022 4 PM - 5 PM. Top Neurons Phase 3 Online Application Form Last Date has been extended from 18 June 2022 to 22 June 2022. Top Neurons Phase 1 and Phase 2 2022 Coaching Classes will start from 22nd June 2022 in Allen Career Institute, Jaipur, Rajasthan. Top Neurons Phase 1 and Phase 2 2022 Interview Revised Result Declared - 20 June 2022. To view the result click here Top Neurons Phase 1 and Phase 2 Revised List of Students shortlisted under Top Neurons Yuva Scholarship Program ""Udaan"" - 20 June 2022. To view the list click here Top Neurons Phase 2 Mains Examination Dated 16 April 2022 Online Result Declared - 10 May 2022. To view the result click here Top Neurons Phase 1 Conditional List Students Examination Dated 21 April 2022 Online Result Declared - 6 May 2022. To view the result click here Information for Phase 1 - 2022 Mains Exams Shortlisted Students: Interview will only be conducted of those students who have filled their additional documents on our website. Notice Dated: 23 April 2022 Top Neurons Phase 2 Mains Examination will be conducted on 16 April 2022 4 PM - 6 PM. Exam Website: https://assessment.eklavvya.com/ Top Neurons Phase 2 Prelims Examination Dated 2 April 2022 Online Result Declared - 13 April 2022. To view the result click here Top Neurons Phase 1 Mains Examination Dated 22"
